Year,Month,Week,Infected,Avg household size,Population,Under_18,18-24,25-44,45-64,Above_65,Median_age,indexedCountry,indexedRegion,indexedDisease
2017,4,17,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,5,18,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,5,18,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,5,18,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,5,19,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,5,19,1,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,5,19,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,5,20,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,5,20,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,5,20,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,10,40,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,10,40,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,10,40,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,10,41,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,10,41,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,10,41,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,10,42,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,10,42,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,10,42,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,10,43,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,10,43,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,10,43,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,11,44,1,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,11,44,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,11,44,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,11,45,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,11,45,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,11,45,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,11,46,1,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,11,46,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,11,46,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,11,47,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,11,47,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,11,47,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,12,48,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,12,48,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,12,48,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,12,49,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,12,49,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,12,49,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,12,50,1,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,12,50,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,12,50,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,12,51,1,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,12,51,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,12,51,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2017,12,52,3,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2017,12,52,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2017,12,52,0,2.35,50465,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,1,1,6,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,1,1,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,1,1,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,1,2,12,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,1,2,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,1,2,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,1,3,22,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,1,3,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,1,3,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,1,4,15,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,1,4,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,1,4,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,2,5,14,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,2,5,8,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,2,5,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,2,6,12,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,2,6,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,2,6,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,2,7,16,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,2,7,4,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,2,7,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,2,8,17,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,2,8,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,2,8,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,3,9,22,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,3,9,8,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,3,9,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,3,10,9,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,3,10,6,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,3,10,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,3,11,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,3,11,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,3,11,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,3,12,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,3,12,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,3,12,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,3,13,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,3,13,7,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,3,13,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,4,14,3,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,4,14,5,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,4,14,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,4,15,2,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,4,15,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,4,15,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,4,16,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,4,16,6,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,4,16,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,4,17,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,4,17,10,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,4,17,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,5,18,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,5,18,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,5,18,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,5,19,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,5,19,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,5,19,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,5,20,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,5,20,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,5,20,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,10,40,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,10,40,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,10,40,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,10,41,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,10,41,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,10,41,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,10,42,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,10,42,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,10,42,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,10,43,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,10,43,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,10,43,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,11,44,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,11,44,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,11,44,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,11,45,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,11,45,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,11,45,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,11,46,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,11,46,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,11,46,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,11,47,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,11,47,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,11,47,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,12,48,1,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,12,48,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,12,48,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,12,49,5,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,12,49,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,12,49,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,12,50,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,12,50,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,12,50,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,12,51,7,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,12,51,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,12,51,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2018,12,52,8,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2018,12,52,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2018,12,52,0,2.35,50279,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,1,1,13,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,1,1,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,1,1,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,1,2,15,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,1,2,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,1,2,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,1,3,17,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,1,3,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,1,3,1,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,1,4,34,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,1,4,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,1,4,1,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,2,5,70,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,2,5,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,2,5,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,2,6,79,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,2,6,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,2,6,2,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,2,7,61,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,2,7,0,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,2,7,4,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,2,8,65,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,2,8,1,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,2,8,4,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2019,3,9,41,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,0.0
2019,3,9,2,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,1.0
2019,3,9,8,2.35,50022,20.8,10.4,27.0,28.5,13.3,39.3,61.0,1.0,2.0
2009,10,40,1,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,10,40,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,10,40,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,10,41,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,10,41,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,10,41,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,10,42,4,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,10,42,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,10,42,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,10,43,11,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,10,43,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,10,43,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,11,44,5,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,11,44,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,11,44,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,11,45,10,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,11,45,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,11,45,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,11,46,3,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,11,46,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,11,46,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,11,47,1,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,11,47,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,11,47,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,12,48,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,12,48,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,12,48,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,12,49,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,12,49,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,12,49,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,12,50,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,12,50,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,12,50,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2009,12,51,1,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2009,12,51,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2009,12,51,0,2.34,55558,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,1,1,1,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,1,1,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,1,1,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,1,2,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,1,2,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,1,2,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,1,3,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,1,3,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,1,3,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,1,4,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,1,4,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,1,4,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,1,52,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,1,52,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,1,52,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,2,5,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,2,5,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,2,5,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,2,6,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,2,6,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,2,6,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,2,7,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,2,7,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,2,7,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,2,8,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,2,8,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,2,8,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,3,9,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,3,9,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,3,9,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,3,10,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,3,10,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,3,10,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,3,11,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,3,11,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,3,11,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,3,12,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,3,12,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,3,12,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,4,13,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,4,13,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,4,13,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,4,14,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,4,14,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,4,14,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,4,15,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,4,15,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,4,15,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,4,16,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,4,16,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,4,16,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,5,17,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,5,17,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
2010,5,17,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,2.0
2010,5,18,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,0.0
2010,5,18,0,2.34,55455,22.2,7.9,24.4,29.4,16.0,41.8,45.0,1.0,1.0
