year,suicides_no,population,indexedCountry,indexedage
2010,869,1353782,65.0,2.0
2010,5,462298,65.0,3.0
2010,458,744533,65.0,4.0
2010,115,158977,65.0,5.0
2011,36,639397,65.0,0.0
2011,42,724263,65.0,1.0
2011,141,1470135,65.0,2.0
2011,1,435715,65.0,3.0
2011,91,1104192,65.0,4.0
2011,69,441193,65.0,5.0
2011,185,676797,65.0,0.0
2011,340,736247,65.0,1.0
2011,730,1342175,65.0,2.0
2011,10,459834,65.0,3.0
2011,415,755610,65.0,4.0
2011,112,161762,65.0,5.0
2013,25,576270,65.0,0.0
2013,45,739769,65.0,1.0
2013,111,1438609,65.0,2.0
2013,1,446842,65.0,3.0
2013,87,1130796,65.0,4.0
2013,65,464748,65.0,5.0
2013,145,609560,65.0,0.0
2013,308,759582,65.0,1.0
2013,609,1316641,65.0,2.0
2013,5,471922,65.0,3.0
2013,376,786132,65.0,4.0
2013,125,169369,65.0,5.0
2014,15,546952,65.0,0.0
2014,41,745490,65.0,1.0
2014,93,1421531,65.0,2.0
2014,6,455300,65.0,3.0
2014,68,1149649,65.0,4.0
2014,53,475110,65.0,5.0
2014,128,578690,65.0,0.0
2014,297,768569,65.0,1.0
2014,572,1305009,65.0,2.0
2014,2,480895,65.0,3.0
2014,341,807337,65.0,4.0
2014,125,172445,65.0,5.0
1979,38,774600,4.0,0.0
1979,81,712000,4.0,1.0
1979,250,1203300,4.0,2.0
1979,2,695200,4.0,3.0
1979,278,1002700,4.0,4.0
1979,106,351900,4.0,5.0
1979,108,808200,4.0,0.0
1979,178,753500,4.0,1.0
1979,431,1198700,4.0,2.0
1979,11,724700,4.0,3.0
1979,452,830500,4.0,4.0
1979,179,194200,4.0,5.0
1980,42,777400,4.0,0.0
1980,89,719000,4.0,1.0
1980,257,1201000,4.0,2.0
1980,1,685600,4.0,3.0
1980,314,1005000,4.0,4.0
1980,103,355800,4.0,5.0
1980,116,810600,4.0,0.0
1980,220,760700,4.0,1.0
1980,440,1197200,4.0,2.0
1980,4,714700,4.0,3.0
1980,426,833400,4.0,4.0
1980,166,196200,4.0,5.0
1981,40,776500,4.0,0.0
1981,101,720900,4.0,1.0
1981,225,1191900,4.0,2.0
1981,1,664900,4.0,3.0
1981,278,1015500,4.0,4.0
1981,100,371000,4.0,5.0
1981,129,809600,4.0,0.0
1981,224,754500,4.0,1.0
1981,458,1190500,4.0,2.0
1981,6,697700,4.0,3.0
1981,400,850400,4.0,4.0
1981,195,195700,4.0,5.0
1982,44,771500,4.0,0.0
1982,77,724400,4.0,1.0
1982,223,1199700,4.0,2.0
1982,2,646100,4.0,3.0
1982,265,1020200,4.0,4.0
1982,93,384500,4.0,5.0
1982,142,805100,4.0,0.0
1982,226,757300,4.0,1.0
1982,432,1202500,4.0,2.0
1982,11,677800,4.0,3.0
1982,445,858700,4.0,4.0
1982,193,200300,4.0,5.0
1983,37,767800,4.0,0.0
1983,89,726400,4.0,1.0
1983,288,1203100,4.0,2.0
1983,2,640200,4.0,3.0
1983,274,1021600,4.0,4.0
1983,105,389700,4.0,5.0
1983,115,801900,4.0,0.0
1983,272,759500,4.0,1.0
1983,448,1206700,4.0,2.0
1983,5,669600,4.0,3.0
1983,435,862000,4.0,4.0
1983,176,202100,4.0,5.0
1984,26,756400,4.0,0.0
1984,97,730100,4.0,1.0
1984,255,1211400,4.0,2.0
1984,1,630100,4.0,3.0
1984,295,1024200,4.0,4.0
1984,97,395800,4.0,5.0
1984,139,787500,4.0,0.0
1984,289,760900,4.0,1.0
1984,482,1217400,4.0,2.0
1984,7,659900,4.0,3.0
1984,443,868100,4.0,4.0
1984,208,203900,4.0,5.0
1985,33,744100,4.0,0.0
1985,78,744000,4.0,1.0
1985,252,1216200,4.0,2.0
1985,1,615800,4.0,3.0
1985,276,1029700,4.0,4.0
1985,119,409900,4.0,5.0
1985,109,775300,4.0,0.0
1985,245,775300,4.0,1.0
1985,493,1228000,4.0,2.0
1985,12,644100,4.0,3.0
1985,449,876400,4.0,4.0
1985,214,210800,4.0,5.0
1986,40,729100,4.0,0.0
1986,76,755700,4.0,1.0
1986,252,1221200,4.0,2.0
1986,1,602600,4.0,3.0
1986,255,1039500,4.0,4.0
1986,90,419600,4.0,5.0
1986,118,760500,4.0,0.0
1986,236,786200,4.0,1.0
1986,476,1237100,4.0,2.0
1986,3,630300,4.0,3.0
1986,444,889900,4.0,4.0
1986,211,215400,4.0,5.0
1987,35,725700,4.0,0.0
1987,100,759300,4.0,1.0
1987,215,1222000,4.0,2.0
1987,0,599700,4.0,3.0
1987,232,1040900,4.0,4.0
1987,113,422000,4.0,5.0
1987,121,756300,4.0,0.0
1987,273,789200,4.0,1.0
1987,483,1239800,4.0,2.0
1987,11,628100,4.0,3.0
1987,433,893500,4.0,4.0
1987,222,214800,4.0,5.0
1988,28,715900,4.0,0.0
1988,86,767800,4.0,1.0
1988,213,1229900,4.0,2.0
1988,1,595000,4.0,3.0
1988,211,1044800,4.0,4.0
1988,104,429200,4.0,5.0
1988,113,745800,4.0,0.0
1988,238,796900,4.0,1.0
1988,423,1251300,4.0,2.0
1988,8,624200,4.0,3.0
1988,390,901500,4.0,4.0
1988,181,217000,4.0,5.0
1989,27,700100,4.0,0.0
1989,72,776100,4.0,1.0
1989,190,1243700,4.0,2.0
1989,2,591700,4.0,3.0
1989,200,1048300,4.0,4.0
1989,91,436800,4.0,5.0
1989,126,730000,4.0,0.0
1989,215,805000,4.0,1.0
1989,422,1267600,4.0,2.0
1989,4,620700,4.0,3.0
1989,351,908400,4.0,4.0
1989,220,220800,4.0,5.0
1990,37,682800,4.0,0.0
1990,81,781400,4.0,1.0
1990,186,1259200,4.0,2.0
1990,0,590000,4.0,3.0
1990,193,1053000,4.0,4.0
1990,95,439600,4.0,5.0
1990,109,711900,4.0,0.0
1990,213,811000,4.0,1.0
1990,422,1285200,4.0,2.0
1990,2,618600,4.0,3.0
1990,349,915100,4.0,4.0
1990,208,221900,4.0,5.0
1991,23,667900,4.0,0.0
1991,71,783200,4.0,1.0
1991,184,1277400,4.0,2.0
1991,1,589600,4.0,3.0
1991,172,1063800,4.0,4.0
1991,76,436200,4.0,5.0
1991,100,696300,4.0,0.0
1991,235,813800,4.0,1.0
1991,424,1304700,4.0,2.0
1991,4,618500,4.0,3.0
1991,310,925900,4.0,4.0
1991,205,219300,4.0,5.0
1992,29,656700,4.0,0.0
1992,69,782500,4.0,1.0
1992,171,1296200,4.0,2.0
1992,0,589400,4.0,3.0
1992,202,1079300,4.0,4.0
1992,94,428600,4.0,5.0
1992,114,683800,4.0,0.0
1992,235,813500,4.0,1.0
1992,450,1325000,4.0,2.0
1992,5,619100,4.0,3.0
1992,331,940200,4.0,4.0
1992,178,213800,4.0,5.0
1993,33,648400,4.0,0.0
1993,74,779500,4.0,1.0
1993,196,1315100,4.0,2.0
1993,1,589600,4.0,3.0
1993,192,1097600,4.0,4.0
1993,94,419100,4.0,5.0
1993,138,674100,4.0,0.0
1993,276,810400,4.0,1.0
1993,573,1346000,4.0,2.0
1993,4,619900,4.0,3.0
1993,365,956900,4.0,4.0
1993,196,206300,4.0,5.0
1994,24,641000,4.0,0.0
1994,83,774100,4.0,1.0
1994,213,1334900,4.0,2.0
1994,1,590400,4.0,3.0
1994,185,1110600,4.0,4.0
1994,82,414900,4.0,5.0
1994,151,665700,4.0,0.0
1994,266,804200,4.0,1.0
1994,538,1367300,4.0,2.0
1994,10,620600,4.0,3.0
1994,378,968900,4.0,4.0
1994,200,204800,4.0,5.0
1995,39,634100,4.0,0.0
1995,72,767500,4.0,1.0
1995,222,1357900,4.0,2.0
1995,3,591200,4.0,3.0
1995,185,1108700,4.0,4.0
1995,84,422900,4.0,5.0
1995,142,657100,4.0,0.0
1995,244,795600,4.0,1.0
1995,593,1390200,4.0,2.0
1995,10,621100,4.0,3.0
1995,392,969500,4.0,4.0
1995,169,211300,4.0,5.0
1996,36,627412,4.0,0.0
1996,77,760530,4.0,1.0
1996,215,1386275,4.0,2.0
1996,2,592477,4.0,3.0
1996,157,1095398,4.0,4.0
1996,68,436450,4.0,5.0
1996,140,649022,4.0,0.0
1996,239,786754,4.0,1.0
1996,551,1417838,4.0,2.0
1996,3,622534,4.0,3.0
1996,352,961063,4.0,4.0
1996,173,221792,4.0,5.0
1997,34,624118,4.0,0.0
1997,81,757131,4.0,1.0
1997,238,1402471,4.0,2.0
1997,0,593623,4.0,3.0
1997,173,1087545,4.0,4.0
1997,69,443094,4.0,5.0
1997,124,645571,4.0,0.0
1997,273,782814,4.0,1.0
1997,608,1433650,4.0,2.0
1997,6,623586,4.0,3.0
1997,343,955659,4.0,4.0
1997,197,226961,4.0,5.0
1998,31,615839,4.0,0.0
1998,56,741822,4.0,1.0
1998,228,1440638,4.0,2.0
1998,2,597469,4.0,3.0
1998,154,1073492,4.0,4.0
1998,86,461159,4.0,5.0
1998,136,636467,4.0,0.0
1998,236,764850,4.0,1.0
1998,571,1471297,4.0,2.0
1998,5,626794,4.0,3.0
1998,329,949378,4.0,4.0
1998,185,241792,4.0,5.0
1999,26,613014,4.0,0.0
1999,63,727178,4.0,1.0
1999,198,1462303,4.0,2.0
1999,2,598795,4.0,3.0
1999,145,1069485,4.0,4.0
1999,62,473110,4.0,5.0
1999,113,632892,4.0,0.0
1999,204,748800,4.0,1.0
1999,558,1492493,4.0,2.0
1999,9,628075,4.0,3.0
1999,329,950152,4.0,4.0
1999,148,251980,4.0,5.0
2000,38,612148,4.0,0.0
2000,69,711759,4.0,1.0
2000,253,1481833,4.0,2.0
2000,1,599175,4.0,3.0
2000,180,1067181,4.0,4.0
2000,76,484631,4.0,5.0
2000,139,631207,4.0,0.0
2000,265,731332,4.0,1.0
2000,589,1511704,4.0,2.0
2000,4,628531,4.0,3.0
2000,353,952563,4.0,4.0
2000,176,261961,4.0,5.0
2001,35,612659,4.0,0.0
2001,55,699613,4.0,1.0
2001,248,1495214,4.0,2.0
2001,4,600055,4.0,3.0
2001,155,1070496,4.0,4.0
2001,86,496214,4.0,5.0
2001,118,631774,4.0,0.0
2001,239,717487,4.0,1.0
2001,686,1524828,4.0,2.0
2001,7,628591,4.0,3.0
2001,361,961448,4.0,4.0
2001,171,271676,4.0,5.0
2002,24,614288,4.0,0.0
2002,58,692308,4.0,1.0
2002,242,1503026,4.0,2.0
2002,3,600964,4.0,3.0
2002,186,1080063,4.0,4.0
2002,66,506614,4.0,5.0
2002,107,633971,4.0,0.0
2002,235,708881,4.0,1.0
2002,636,1532542,4.0,2.0
2002,2,628784,4.0,3.0
2002,344,976466,4.0,4.0
2002,173,280663,4.0,5.0
2003,39,616806,4.0,0.0
2003,64,687593,4.0,1.0
2003,218,1509017,4.0,2.0
2003,4,600217,4.0,3.0
2003,169,1090130,4.0,4.0
2003,60,515520,4.0,5.0
2003,121,636426,4.0,0.0
2003,221,702195,4.0,1.0
2003,684,1538139,4.0,2.0
2003,8,627838,4.0,3.0
2003,324,991219,4.0,4.0
2003,179,289022,4.0,5.0
2004,28,620047,4.0,0.0
2004,55,683475,4.0,1.0
2004,237,1515362,4.0,2.0
2004,6,597900,4.0,3.0
2004,146,1099444,4.0,4.0
2004,65,525456,4.0,5.0
2004,124,638439,4.0,0.0
2004,205,696334,4.0,1.0
2004,618,1542915,4.0,2.0
2004,3,625132,4.0,3.0
2004,343,1005599,4.0,4.0
2004,157,297919,4.0,5.0
2005,26,624077,4.0,0.0
2005,48,681309,4.0,1.0
2005,236,1523342,4.0,2.0
2005,0,595487,4.0,3.0
2005,173,1106872,4.0,4.0
2005,69,537786,4.0,5.0
2005,98,641284,4.0,0.0
2005,195,691901,4.0,1.0
2005,643,1549954,4.0,2.0
2005,1,622381,4.0,3.0
2005,370,1018252,4.0,4.0
2005,170,308369,4.0,5.0
2006,27,629311,4.0,0.0
2006,50,680859,4.0,1.0
2006,229,1532206,4.0,2.0
2006,3,592596,4.0,3.0
2006,167,1113517,4.0,4.0
2006,64,550950,4.0,5.0
2006,86,645841,4.0,0.0
2006,217,689593,4.0,1.0
2006,616,1559144,4.0,2.0
2006,1,619058,4.0,3.0
2006,333,1029722,4.0,4.0
2006,142,319905,4.0,5.0
2007,22,635389,4.0,0.0
2007,40,681575,4.0,1.0
2007,232,1540147,4.0,2.0
2007,1,588775,4.0,3.0
2007,166,1122161,4.0,4.0
2007,76,563862,4.0,5.0
2007,91,651293,4.0,0.0
2007,174,689694,4.0,1.0
2007,578,1567727,4.0,2.0
2007,6,614877,4.0,3.0
2007,308,1043262,4.0,4.0
2007,163,331504,4.0,5.0
2008,37,641708,4.0,0.0
2008,46,684849,4.0,1.0
2008,225,1545151,4.0,2.0
2008,5,586242,4.0,3.0
2008,165,1133712,4.0,4.0
2008,69,574334,4.0,5.0
2008,110,657101,4.0,0.0
2008,177,691616,4.0,1.0
2008,648,1573470,4.0,2.0
2008,3,612292,4.0,3.0
2008,340,1058969,4.0,4.0
2008,174,341406,4.0,5.0
2009,34,646252,4.0,0.0
2009,52,690235,4.0,1.0
2009,229,1547499,4.0,2.0
2009,4,587237,4.0,3.0
2009,177,1148108,4.0,4.0
2009,58,582517,4.0,5.0
2009,90,661817,4.0,0.0
2009,181,694716,4.0,1.0
2009,645,1576175,4.0,2.0
2009,4,613184,4.0,3.0
2009,366,1075825,4.0,4.0
2009,173,349801,4.0,5.0
2010,32,647625,4.0,0.0
2010,50,693304,4.0,1.0
2010,243,1548246,4.0,2.0
2010,2,588803,4.0,3.0
2010,173,1156036,4.0,4.0
2010,63,586690,4.0,5.0
2010,98,663725,4.0,0.0
2010,184,696461,4.0,1.0
2010,622,1576828,4.0,2.0
2010,7,614697,4.0,3.0
2010,356,1084719,4.0,4.0
2010,183,354037,4.0,5.0
2011,41,656675,4.0,0.0
2011,60,707535,4.0,1.0
2011,247,1552522,4.0,2.0
2011,0,597487,4.0,3.0
2011,185,1176009,4.0,4.0
2011,67,593364,4.0,5.0
2011,109,676437,4.0,0.0
2011,163,715773,4.0,1.0
2011,607,1587976,4.0,2.0
2011,5,624298,4.0,3.0
2011,408,1105807,4.0,4.0
2011,196,361243,4.0,5.0
2012,28,659827,4.0,0.0
2012,45,715195,4.0,1.0
2012,217,1551324,4.0,2.0
2012,3,603232,4.0,3.0
2012,187,1195065,4.0,4.0
2012,61,600081,4.0,5.0
2012,100,681023,4.0,0.0
2012,193,723202,4.0,1.0
2012,617,1588342,4.0,2.0
2012,3,630495,4.0,3.0
2012,381,1125706,4.0,4.0
2012,191,369145,4.0,5.0
2013,27,656675,4.0,0.0
2013,47,721787,4.0,1.0
2013,215,1546111,4.0,2.0
2013,2,610848,4.0,3.0
2013,168,1221439,4.0,4.0
2013,73,605856,4.0,5.0
2013,91,679018,4.0,0.0
2013,159,728918,4.0,1.0
2013,570,1582723,4.0,2.0
2013,3,638399,4.0,3.0
2013,357,1155511,4.0,4.0
2013,183,378864,4.0,5.0
2014,27,653625,4.0,0.0
2014,43,724681,4.0,1.0
2014,231,1540001,4.0,2.0
2014,0,615939,4.0,3.0
2014,177,1240549,4.0,4.0
2014,83,614412,4.0,5.0
2014,85,675446,4.0,0.0
2014,168,728759,4.0,1.0
2014,531,1576060,4.0,2.0
2014,4,644794,4.0,3.0
2014,363,1176768,4.0,4.0
2014,187,387814,4.0,5.0
2015,21,649587,4.0,0.0
2015,45,726357,4.0,1.0
2015,221,1534727,4.0,2.0
2015,2,622189,4.0,3.0
2015,176,1262327,4.0,4.0
2015,87,616201,4.0,5.0
2015,93,671971,4.0,0.0
2015,161,728873,4.0,1.0
2015,529,1567729,4.0,2.0
2015,2,651450,4.0,3.0
2015,353,1200170,4.0,4.0
2015,177,392775,4.0,5.0
1980,0,14500,45.0,0.0
1980,0,9700,45.0,1.0
1980,0,10800,45.0,2.0
1980,0,20100,45.0,3.0
1980,0,4900,45.0,4.0
1980,0,900,45.0,5.0
1980,1,14800,45.0,0.0
1980,0,9600,45.0,1.0
1980,0,10500,45.0,2.0
1980,0,20800,45.0,3.0
1980,1,4300,45.0,4.0
1980,0,700,45.0,5.0
1982,0,15200,45.0,0.0
1982,0,10200,45.0,1.0
1982,0,11200,45.0,2.0
1982,0,21000,45.0,3.0
1982,0,5000,45.0,4.0
1982,0,900,45.0,5.0
1982,0,15500,45.0,0.0
1982,0,10100,45.0,1.0
1982,0,10900,45.0,2.0
1982,0,21700,45.0,3.0
1982,0,4400,45.0,4.0
1982,0,700,45.0,5.0
1983,0,15600,45.0,0.0
1983,0,10400,45.0,1.0
1983,0,11600,45.0,2.0
1983,0,21600,45.0,3.0
1983,0,5200,45.0,4.0
1983,0,900,45.0,5.0
1983,0,15900,45.0,0.0
1983,0,10300,45.0,1.0
1983,0,11300,45.0,2.0
1983,0,22400,45.0,3.0
1983,0,4500,45.0,4.0
1983,0,700,45.0,5.0
1984,0,16300,45.0,0.0
1984,0,11300,45.0,1.0
1984,0,12100,45.0,2.0
1984,0,21300,45.0,3.0
1984,0,5200,45.0,4.0
1984,0,1100,45.0,5.0
1984,0,16700,45.0,0.0
1984,0,11400,45.0,1.0
1984,1,11700,45.0,2.0
1984,0,22000,45.0,3.0
1984,0,4600,45.0,4.0
1984,1,800,45.0,5.0
1986,1,17800,45.0,0.0
1986,0,12200,45.0,1.0
1986,0,15500,45.0,2.0
1986,0,18300,45.0,3.0
1986,0,8100,45.0,4.0
1986,0,1700,45.0,5.0
1986,1,18200,45.0,0.0
1986,1,12100,45.0,1.0
1986,0,14800,45.0,2.0
1986,0,18900,45.0,3.0
1986,0,7600,45.0,4.0
1986,0,1600,45.0,5.0
1987,0,18791,45.0,0.0
1987,0,11413,45.0,1.0
1987,0,10635,45.0,2.0
1987,0,23345,45.0,3.0
1987,0,5789,45.0,4.0
1987,0,1535,45.0,5.0
1987,1,18966,45.0,0.0
1987,2,11815,45.0,1.0
1987,1,10860,45.0,2.0
1987,0,23793,45.0,3.0
1987,0,5866,45.0,4.0
1987,0,1261,45.0,5.0
1989,0,19271,45.0,0.0
1989,0,12799,45.0,1.0
1989,0,11526,45.0,2.0
1989,0,24677,45.0,3.0
1989,0,6024,45.0,4.0
1989,0,1658,45.0,5.0
1989,1,19396,45.0,0.0
1989,0,13293,45.0,1.0
1989,0,11805,45.0,2.0
1989,0,25197,45.0,3.0
1989,0,6087,45.0,4.0
1989,0,1355,45.0,5.0
1990,1,20100,45.0,0.0
1990,0,13100,45.0,1.0
1990,0,11000,45.0,2.0
1990,0,26200,45.0,3.0
1990,0,6100,45.0,4.0
1990,0,1700,45.0,5.0
1990,0,20300,45.0,0.0
1990,0,13500,45.0,1.0
1990,1,11300,45.0,2.0
1990,0,26900,45.0,3.0
1990,1,6300,45.0,4.0
1990,0,1500,45.0,5.0
1991,0,20600,45.0,0.0
1991,0,13700,45.0,1.0
1991,0,11400,45.0,2.0
1991,0,26500,45.0,3.0
1991,0,6300,45.0,4.0
1991,0,1800,45.0,5.0
1991,0,20800,45.0,0.0
1991,0,14200,45.0,1.0
1991,1,11700,45.0,2.0
1991,0,27200,45.0,3.0
1991,1,6500,45.0,4.0
1991,0,1500,45.0,5.0
1993,0,21900,45.0,0.0
1993,0,15000,45.0,1.0
1993,0,12200,45.0,2.0
1993,0,27100,45.0,3.0
1993,0,6600,45.0,4.0
1993,0,1800,45.0,5.0
1993,0,22100,45.0,0.0
1993,1,15400,45.0,1.0
1993,0,12700,45.0,2.0
1993,0,27800,45.0,3.0
1993,0,6600,45.0,4.0
1993,0,1600,45.0,5.0
1994,0,19476,45.0,0.0
1994,0,15024,45.0,1.0
1994,0,14336,45.0,2.0
1994,0,27520,45.0,3.0
1994,0,6622,45.0,4.0
1994,1,1912,45.0,5.0
1994,0,19565,45.0,0.0
1994,2,15207,45.0,1.0
1994,3,14798,45.0,2.0
1994,0,28130,45.0,3.0
1994,1,6725,45.0,4.0
1994,1,1559,45.0,5.0
1995,1,23300,45.0,0.0
1995,0,16200,45.0,1.0
1995,0,13500,45.0,2.0
1995,0,27700,45.0,3.0
1995,0,6800,45.0,4.0
1995,0,1900,45.0,5.0
1995,4,23500,45.0,0.0
1995,4,16500,45.0,1.0
1995,3,14000,45.0,2.0
1995,0,28600,45.0,3.0
1995,1,6900,45.0,4.0
1995,1,1600,45.0,5.0
1996,0,21162,45.0,0.0
1996,0,15534,45.0,1.0
1996,0,15980,45.0,2.0
1996,0,28406,45.0,3.0
1996,0,6877,45.0,4.0
1996,0,1943,45.0,5.0
1996,3,21349,45.0,0.0
1996,1,15597,45.0,1.0
1996,2,16479,45.0,2.0
1996,0,29036,45.0,3.0
1996,2,6971,45.0,4.0
1996,0,1592,45.0,5.0
1997,0,22352,45.0,0.0
1997,0,16191,45.0,1.0
1997,0,16844,45.0,2.0
1997,0,28944,45.0,3.0
1997,0,6984,45.0,4.0
1997,0,1927,45.0,5.0
1997,0,22608,45.0,0.0
1997,0,16263,45.0,1.0
1997,1,17332,45.0,2.0
1997,0,29561,45.0,3.0
1997,0,7048,45.0,4.0
1997,0,1596,45.0,5.0
1998,0,23436,45.0,0.0
1998,0,17071,45.0,1.0
1998,1,17756,45.0,2.0
1998,0,29659,45.0,3.0
1998,0,7114,45.0,4.0
1998,0,1908,45.0,5.0
1998,2,23745,45.0,0.0
1998,4,17191,45.0,1.0
1998,3,18222,45.0,2.0
1998,0,30264,45.0,3.0
1998,2,7143,45.0,4.0
1998,0,1599,45.0,5.0
1999,0,24324,45.0,0.0
1999,0,18117,45.0,1.0
1999,0,18620,45.0,2.0
1999,0,30523,45.0,3.0
1999,0,7250,45.0,4.0
1999,0,1881,45.0,5.0
1999,8,24667,45.0,0.0
1999,4,18320,45.0,1.0
1999,5,19046,45.0,2.0
1999,1,31113,45.0,3.0
1999,0,7244,45.0,4.0
1999,0,1594,45.0,5.0
2000,2,25007,45.0,0.0
2000,0,19240,45.0,1.0
2000,2,19422,45.0,2.0
2000,0,31492,45.0,3.0
2000,0,7396,45.0,4.0
2000,0,1850,45.0,5.0
2000,3,25358,45.0,0.0
2000,4,19529,45.0,1.0
2000,4,19811,45.0,2.0
2000,0,32066,45.0,3.0
2000,2,7345,45.0,4.0
2000,1,1593,45.0,5.0
2001,1,25712,45.0,0.0
2001,1,20224,45.0,1.0
2001,0,20365,45.0,2.0
2001,0,32384,45.0,3.0
2001,0,7453,45.0,4.0
2001,0,1863,45.0,5.0
2001,5,26072,45.0,0.0
2001,7,20518,45.0,1.0
2001,3,20736,45.0,2.0
2001,0,32991,45.0,3.0
2001,1,7334,45.0,4.0
2001,1,1627,45.0,5.0
2002,2,26384,45.0,0.0
2002,0,21060,45.0,1.0
2002,2,21387,45.0,2.0
2002,1,33244,45.0,3.0
2002,0,7500,45.0,4.0
2002,0,1868,45.0,5.0
2002,1,26756,45.0,0.0
2002,1,21346,45.0,1.0
2002,6,21743,45.0,2.0
2002,0,33881,45.0,3.0
2002,1,7320,45.0,4.0
2002,0,1647,45.0,5.0
2003,2,27064,45.0,0.0
2003,1,21751,45.0,1.0
2003,1,22539,45.0,2.0
2003,0,34082,45.0,3.0
2003,0,7550,45.0,4.0
2003,0,1860,45.0,5.0
2003,1,27456,45.0,0.0
2003,3,22006,45.0,1.0
2003,2,22882,45.0,2.0
2003,1,34739,45.0,3.0
2003,1,7309,45.0,4.0
2003,0,1652,45.0,5.0
2004,0,27773,45.0,0.0
2004,0,22347,45.0,1.0
2004,0,23865,45.0,2.0
2004,0,34909,45.0,3.0
2004,1,7609,45.0,4.0
2004,0,1841,45.0,5.0
2004,7,28175,45.0,0.0
2004,4,22560,45.0,1.0
2004,5,24197,45.0,2.0
2004,0,35566,45.0,3.0
2004,3,7316,45.0,4.0
2004,0,1633,45.0,5.0
2005,1,28506,45.0,0.0
2005,0,22905,45.0,1.0
2005,0,25383,45.0,2.0
2005,0,35738,45.0,3.0
2005,0,7700,45.0,4.0
2005,0,1808,45.0,5.0
2005,3,28904,45.0,0.0
2005,5,23067,45.0,1.0
2005,2,25696,45.0,2.0
2005,1,36381,45.0,3.0
2005,0,7350,45.0,4.0
2005,0,1582,45.0,5.0
2006,1,29322,45.0,0.0
2006,0,23214,45.0,1.0
2006,0,27049,45.0,2.0
2006,1,36453,45.0,3.0
2006,0,8095,45.0,4.0
2006,0,1920,45.0,5.0
2006,3,29465,45.0,0.0
2006,1,23131,45.0,1.0
2006,4,27451,45.0,2.0
2006,1,37049,45.0,3.0
2006,0,7990,45.0,4.0
2006,0,1687,45.0,5.0
2007,1,30151,45.0,0.0
2007,0,23636,45.0,1.0
2007,1,28664,45.0,2.0
2007,0,37069,45.0,3.0
2007,0,8579,45.0,4.0
2007,0,2027,45.0,5.0
2007,2,30074,45.0,0.0
2007,0,23259,45.0,1.0
2007,2,29071,45.0,2.0
2007,1,37602,45.0,3.0
2007,0,8733,45.0,4.0
2007,1,1802,45.0,5.0
2008,0,31003,45.0,0.0
2008,1,24149,45.0,1.0
2008,0,30201,45.0,2.0
2008,0,37579,45.0,3.0
2008,0,9143,45.0,4.0
2008,0,2139,45.0,5.0
2008,2,30760,45.0,0.0
2008,1,23453,45.0,1.0
2008,6,30511,45.0,2.0
2008,0,38038,45.0,3.0
2008,0,9580,45.0,4.0
2008,1,1931,45.0,5.0
2009,3,31873,45.0,0.0
2009,1,24742,45.0,1.0
2009,0,31606,45.0,2.0
2009,0,37982,45.0,3.0
2009,0,9786,45.0,4.0
2009,0,2251,45.0,5.0
2009,5,31526,45.0,0.0
2009,3,23713,45.0,1.0
2009,2,31734,45.0,2.0
2009,0,38375,45.0,3.0
2009,1,10523,45.0,4.0
2009,0,2078,45.0,5.0
2010,0,32738,45.0,0.0
2010,0,25416,45.0,1.0
2010,2,32852,45.0,2.0
2010,0,38304,45.0,3.0
2010,0,10522,45.0,4.0
2010,0,2363,45.0,5.0
2010,2,32338,45.0,0.0
2010,4,24053,45.0,1.0
2010,5,32734,45.0,2.0
2010,0,38669,45.0,3.0
2010,2,11553,45.0,4.0
2010,0,2254,45.0,5.0
2011,4,33746,45.0,0.0
2011,0,26338,45.0,1.0
2011,1,34151,45.0,2.0
2011,0,38613,45.0,3.0
2011,0,11025,45.0,4.0
2011,0,2410,45.0,5.0
2011,9,33414,45.0,0.0
2011,9,24923,45.0,1.0
2011,8,33782,45.0,2.0
2011,0,39029,45.0,3.0
2011,1,11928,45.0,4.0
2011,1,2303,45.0,5.0
2012,2,34680,45.0,0.0
2012,0,27291,45.0,1.0
2012,0,35365,45.0,2.0
2012,0,38680,45.0,3.0
2012,0,11573,45.0,4.0
2012,0,2440,45.0,5.0
2012,1,34413,45.0,0.0
2012,6,25854,45.0,1.0
2012,6,34785,45.0,2.0
2012,0,39194,45.0,3.0
2012,3,12340,45.0,4.0
2012,0,2331,45.0,5.0
2013,1,35551,45.0,0.0
2013,0,28278,45.0,1.0
2013,0,36553,45.0,2.0
2013,0,38558,45.0,3.0
2013,0,12179,45.0,4.0
2013,0,2451,45.0,5.0
2013,4,35340,45.0,0.0
2013,4,26847,45.0,1.0
2013,7,35782,45.0,2.0
2013,0,39211,45.0,3.0
2013,1,12803,45.0,4.0
2013,0,2335,45.0,5.0
2014,2,36364,45.0,0.0
2014,1,29287,45.0,1.0
2014,1,37789,45.0,2.0
2014,2,38337,45.0,3.0
2014,0,12866,45.0,4.0
2014,0,2447,45.0,5.0
2014,2,36197,45.0,0.0
2014,7,27885,45.0,1.0
2014,5,36808,45.0,2.0
2014,0,39137,45.0,3.0
2014,4,13350,45.0,4.0
2014,0,2313,45.0,5.0
2015,1,37114,45.0,0.0
2015,0,30312,45.0,1.0
2015,2,39103,45.0,2.0
2015,0,38109,45.0,3.0
2015,1,13642,45.0,4.0
2015,0,2432,45.0,5.0
2015,2,36971,45.0,0.0
2015,9,28956,45.0,1.0
2015,4,37895,45.0,2.0
