year,suicides_no,population,indexedCountry,indexedage
2005,2,2656241,10.0,3.0
2005,336,6930686,10.0,4.0
2005,190,3344358,10.0,5.0
2005,170,3051710,10.0,0.0
2005,343,4212476,10.0,1.0
2005,899,8462486,10.0,2.0
2005,8,2809032,10.0,3.0
2005,871,6210417,10.0,4.0
2005,512,1945546,10.0,5.0
2006,41,2959122,10.0,0.0
2006,86,4103825,10.0,1.0
2006,298,8755013,10.0,2.0
2006,0,2692378,10.0,3.0
2006,274,6982799,10.0,4.0
2006,160,3483117,10.0,5.0
2006,145,3102361,10.0,0.0
2006,344,4203703,10.0,1.0
2006,885,8738642,10.0,2.0
2006,4,2849710,10.0,3.0
2006,868,6276820,10.0,4.0
2006,595,2033182,10.0,5.0
2007,36,2960065,10.0,0.0
2007,84,4028413,10.0,1.0
2007,295,8909678,10.0,2.0
2007,4,2697631,10.0,3.0
2007,274,7020728,10.0,4.0
2007,171,3568393,10.0,5.0
2007,170,3105574,10.0,0.0
2007,354,4114889,10.0,1.0
2007,883,8888038,10.0,2.0
2007,5,2855123,10.0,3.0
2007,885,6332745,10.0,4.0
2007,596,2102301,10.0,5.0
2008,36,2969403,10.0,0.0
2008,97,3960976,10.0,1.0
2008,295,9072205,10.0,2.0
2008,3,2708656,10.0,3.0
2008,313,7058147,10.0,4.0
2008,163,3640837,10.0,5.0
2008,161,3118926,10.0,0.0
2008,362,4036299,10.0,1.0
2008,986,9030331,10.0,2.0
2008,2,2866857,10.0,3.0
2008,917,6381620,10.0,4.0
2008,569,2165568,10.0,5.0
2009,42,2969603,10.0,0.0
2009,70,3872976,10.0,1.0
2009,329,9209165,10.0,2.0
2009,2,2725983,10.0,3.0
2009,289,7103819,10.0,4.0
2009,149,3710834,10.0,5.0
2009,144,3121458,10.0,0.0
2009,332,3939821,10.0,1.0
2009,1058,9147783,10.0,2.0
2009,6,2886464,10.0,3.0
2009,938,6434262,10.0,4.0
2009,615,2229662,10.0,5.0
2010,31,2961065,10.0,0.0
2010,82,3781490,10.0,1.0
2010,292,9323044,10.0,2.0
2010,1,2743696,10.0,3.0
2010,294,7158216,10.0,4.0
2010,161,3782232,10.0,5.0
2010,144,3116429,10.0,0.0
2010,341,3839282,10.0,1.0
2010,1098,9238959,10.0,2.0
2010,10,2906335,10.0,3.0
2010,944,6491779,10.0,4.0
2010,591,2295316,10.0,5.0
2011,43,2887985,10.0,0.0
2011,59,3576333,10.0,1.0
2011,303,9218793,10.0,2.0
2011,2,2705018,10.0,3.0
2011,294,7136949,10.0,4.0
2011,162,3786565,10.0,5.0
2011,169,3033825,10.0,0.0
2011,316,3578660,10.0,1.0
2011,1137,9024678,10.0,2.0
2011,4,2864380,10.0,3.0
2011,1000,6475532,10.0,4.0
2011,664,2321431,10.0,5.0
2012,44,2883565,10.0,0.0
2012,68,3504130,10.0,1.0
2012,325,9251393,10.0,2.0
2012,4,2718455,10.0,3.0
2012,317,7188550,10.0,4.0
2012,175,3849653,10.0,5.0
2012,179,3031610,10.0,0.0
2012,329,3519920,10.0,1.0
2012,1215,9068194,10.0,2.0
2012,4,2873682,10.0,3.0
2012,993,6523579,10.0,4.0
2012,604,2382354,10.0,5.0
2013,49,2892351,10.0,0.0
2013,66,3469280,10.0,1.0
2013,335,9372465,10.0,2.0
2013,4,2752044,10.0,3.0
2013,333,7290449,10.0,4.0
2013,181,3943123,10.0,5.0
2013,147,3051918,10.0,0.0
2013,342,3500820,10.0,1.0
2013,1162,9207071,10.0,2.0
2013,7,2915569,10.0,3.0
2013,1039,6636981,10.0,4.0
2013,625,2471260,10.0,5.0
2014,46,2894944,10.0,0.0
2014,75,3445649,10.0,1.0
2014,371,9446533,10.0,2.0
2014,7,2778922,10.0,3.0
2014,275,7381373,10.0,4.0
2014,158,4042740,10.0,5.0
2014,170,3066963,10.0,0.0
2014,300,3494152,10.0,1.0
2014,1123,9296191,10.0,2.0
2014,5,2948232,10.0,3.0
2014,947,6738488,10.0,4.0
2014,670,2566489,10.0,5.0
2015,34,2874645,10.0,0.0
2015,64,3394610,10.0,1.0
2015,320,9386928,10.0,2.0
2015,6,2775414,10.0,3.0
2015,303,7434895,10.0,4.0
2015,156,4115435,10.0,5.0
2015,161,3057509,10.0,0.0
2015,271,3451808,10.0,1.0
2015,1063,9239883,10.0,2.0
2015,7,2944182,10.0,3.0
2015,934,6795801,10.0,4.0
2015,669,2646587,10.0,5.0
1980,0,226288,78.0,0.0
1980,0,136689,78.0,1.0
1980,0,167829,78.0,2.0
1980,0,281760,78.0,3.0
1980,0,109619,78.0,4.0
1980,0,31529,78.0,5.0
1980,0,222446,78.0,0.0
1980,0,128921,78.0,1.0
1980,0,156418,78.0,2.0
1980,0,291892,78.0,3.0
1980,0,101529,78.0,4.0
1980,0,22619,78.0,5.0
1981,0,232594,78.0,0.0
1981,0,141529,78.0,1.0
1981,1,170110,78.0,2.0
1981,0,281959,78.0,3.0
1981,0,110701,78.0,4.0
1981,0,32809,78.0,5.0
1981,0,230177,78.0,0.0
1981,0,134259,78.0,1.0
1981,1,159307,78.0,2.0
1981,0,292442,78.0,3.0
1981,0,102251,78.0,4.0
1981,0,24157,78.0,5.0
1982,0,238740,78.0,0.0
1982,0,146683,78.0,1.0
1982,0,172658,78.0,2.0
1982,0,281343,78.0,3.0
1982,0,111412,78.0,4.0
1982,0,34447,78.0,5.0
1982,0,237716,78.0,0.0
1982,0,140005,78.0,1.0
1982,0,162446,78.0,2.0
1982,0,291990,78.0,3.0
1982,1,102894,78.0,4.0
1982,0,25743,78.0,5.0
1983,1,249000,78.0,0.0
1983,0,150000,78.0,1.0
1983,2,169000,78.0,2.0
1983,0,281000,78.0,3.0
1983,1,109000,78.0,4.0
1983,0,38000,78.0,5.0
1983,1,244000,78.0,0.0
1983,0,143000,78.0,1.0
1983,1,162000,78.0,2.0
1983,0,291000,78.0,3.0
1983,1,102000,78.0,4.0
1983,0,27000,78.0,5.0
1984,0,276700,78.0,0.0
1984,0,169400,78.0,1.0
1984,1,158500,78.0,2.0
1984,0,264900,78.0,3.0
1984,0,114200,78.0,4.0
1984,0,29600,78.0,5.0
1984,0,283500,78.0,0.0
1984,2,167400,78.0,1.0
1984,0,138900,78.0,2.0
1984,0,276700,78.0,3.0
1984,1,98400,78.0,4.0
1984,0,21700,78.0,5.0
1985,0,263000,78.0,0.0
1985,0,164000,78.0,1.0
1985,1,176000,78.0,2.0
1985,0,279000,78.0,3.0
1985,0,110000,78.0,4.0
1985,1,38000,78.0,5.0
1985,3,259000,78.0,0.0
1985,1,156000,78.0,1.0
1985,1,169000,78.0,2.0
1985,0,291000,78.0,3.0
1985,0,101000,78.0,4.0
1985,1,29000,78.0,5.0
1986,0,255762,78.0,0.0
1986,0,170678,78.0,1.0
1986,0,184127,78.0,2.0
1986,0,272073,78.0,3.0
1986,0,114989,78.0,4.0
1986,0,40712,78.0,5.0
1986,0,256512,78.0,0.0
1986,0,164654,78.0,1.0
1986,1,175544,78.0,2.0
1986,0,281022,78.0,3.0
1986,0,105230,78.0,4.0
1986,0,31228,78.0,5.0
1987,0,255517,78.0,0.0
1987,1,177282,78.0,1.0
1987,1,187389,78.0,2.0
1987,1,270343,78.0,3.0
1987,0,116815,78.0,4.0
1987,0,41941,78.0,5.0
1987,5,255648,78.0,0.0
1987,1,170248,78.0,1.0
1987,0,179252,78.0,2.0
1987,0,277969,78.0,3.0
1987,4,106214,78.0,4.0
1987,0,32142,78.0,5.0
1988,0,254647,78.0,0.0
1988,1,183521,78.0,1.0
1988,0,191119,78.0,2.0
1988,0,270202,78.0,3.0
1988,0,118738,78.0,4.0
1988,1,43076,78.0,5.0
1988,2,254088,78.0,0.0
1988,0,175163,78.0,1.0
1988,1,183306,78.0,2.0
1988,0,276524,78.0,3.0
1988,0,107366,78.0,4.0
1988,0,32853,78.0,5.0
1989,0,253081,78.0,0.0
1989,0,188945,78.0,1.0
1989,0,195416,78.0,2.0
1989,0,271221,78.0,3.0
1989,0,120614,78.0,4.0
1989,0,44116,78.0,5.0
1989,0,251905,78.0,0.0
1989,0,179236,78.0,1.0
1989,0,187930,78.0,2.0
1989,0,276496,78.0,3.0
1989,0,108715,78.0,4.0
1989,0,33364,78.0,5.0
1990,0,251027,78.0,0.0
1990,0,193286,78.0,1.0
1990,0,200357,78.0,2.0
1990,0,272608,78.0,3.0
1990,0,122353,78.0,4.0
1990,0,45109,78.0,5.0
1990,2,249414,78.0,0.0
1990,0,182411,78.0,1.0
1990,1,193270,78.0,2.0
1990,0,277197,78.0,3.0
1990,0,110297,78.0,4.0
1990,0,33712,78.0,5.0
1991,0,250172,78.0,0.0
1991,0,198469,78.0,1.0
1991,0,206513,78.0,2.0
1991,0,273692,78.0,3.0
1991,0,122107,78.0,4.0
1991,0,46188,78.0,5.0
1991,0,248267,78.0,0.0
1991,0,186878,78.0,1.0
1991,0,199165,78.0,2.0
1991,0,277834,78.0,3.0
1991,1,111020,78.0,4.0
1991,0,34530,78.0,5.0
2000,0,240410,78.0,0.0
2000,0,216103,78.0,1.0
2000,0,274223,78.0,2.0
2000,0,278234,78.0,3.0
2000,0,135178,78.0,4.0
2000,0,51452,78.0,5.0
2000,1,237231,78.0,0.0
2000,0,207719,78.0,1.0
2000,2,271965,78.0,2.0
2000,0,286276,78.0,3.0
2000,0,127971,78.0,4.0
2000,0,41079,78.0,5.0
2001,1,240991,78.0,0.0
2001,0,214639,78.0,1.0
2001,0,285588,78.0,2.0
2001,0,277198,78.0,3.0
2001,0,136886,78.0,4.0
2001,0,52415,78.0,5.0
2001,0,238547,78.0,0.0
2001,1,205954,78.0,1.0
2001,1,279041,78.0,2.0
2001,0,288148,78.0,3.0
2001,2,129633,78.0,4.0
2001,0,42238,78.0,5.0
2002,0,242077,78.0,0.0
2002,0,212410,78.0,1.0
2002,0,297434,78.0,2.0
2002,0,276937,78.0,3.0
2002,0,138797,78.0,4.0
2002,0,53489,78.0,5.0
2002,0,240844,78.0,0.0
2002,0,203341,78.0,1.0
2002,2,286010,78.0,2.0
2002,0,289686,78.0,3.0
2002,0,131362,78.0,4.0
2002,0,43330,78.0,5.0
2003,1,243223,78.0,0.0
2003,0,209698,78.0,1.0
2003,0,309548,78.0,2.0
2003,0,277205,78.0,3.0
2003,0,140822,78.0,4.0
2003,0,54594,78.0,5.0
2003,0,244000,78.0,0.0
2003,1,200397,78.0,1.0
2003,0,292770,78.0,2.0
2003,0,290641,78.0,3.0
2003,0,133220,78.0,4.0
2003,0,44308,78.0,5.0
2004,0,244042,78.0,0.0
2004,0,206906,78.0,1.0
2004,0,321246,78.0,2.0
2004,0,277514,78.0,3.0
2004,0,143063,78.0,4.0
2004,0,55661,78.0,5.0
2004,0,247730,78.0,0.0
2004,0,197663,78.0,1.0
2004,0,299008,78.0,2.0
2004,0,290970,78.0,3.0
2004,1,135519,78.0,4.0
2004,0,45086,78.0,5.0
2005,1,244537,78.0,0.0
2005,1,204405,78.0,1.0
2005,5,331681,78.0,2.0
2005,1,277318,78.0,3.0
2005,0,145843,78.0,4.0
2005,0,56690,78.0,5.0
2005,6,251882,78.0,0.0
2005,13,195464,78.0,1.0
2005,14,304285,78.0,2.0
2005,1,290746,78.0,3.0
2005,7,138670,78.0,4.0
2005,2,45648,78.0,5.0
2006,0,248379,78.0,0.0
2006,0,205376,78.0,1.0
2006,0,335304,78.0,2.0
2006,0,276574,78.0,3.0
2006,0,149156,78.0,4.0
2006,0,58027,78.0,5.0
2006,0,256580,78.0,0.0
2006,0,195463,78.0,1.0
2006,0,309578,78.0,2.0
2006,0,289268,78.0,3.0
2006,0,142398,78.0,4.0
2006,0,46494,78.0,5.0
2009,1,257363,78.0,0.0
2009,1,211928,78.0,1.0
2009,0,343173,78.0,2.0
2009,0,264297,78.0,3.0
2009,1,159111,78.0,4.0
2009,0,61282,78.0,5.0
2009,5,268270,78.0,0.0
2009,9,199372,78.0,1.0
2009,9,324231,78.0,2.0
2009,1,276734,78.0,3.0
2009,6,155268,78.0,4.0
2009,3,47854,78.0,5.0
2010,0,260373,78.0,0.0
2010,0,215163,78.0,1.0
2010,0,345682,78.0,2.0
2010,0,258271,78.0,3.0
2010,0,163081,78.0,4.0
2010,0,62329,78.0,5.0
2010,0,271743,78.0,0.0
2010,1,202735,78.0,1.0
2010,1,328839,78.0,2.0
2010,1,270432,78.0,3.0
2010,0,159798,78.0,4.0
2010,0,48206,78.0,5.0
2011,1,262579,78.0,0.0
2011,0,218242,78.0,1.0
2011,1,346487,78.0,2.0
2011,3,252024,78.0,3.0
2011,1,168398,78.0,4.0
2011,0,63432,78.0,5.0
2011,5,274128,78.0,0.0
2011,7,206750,78.0,1.0
2011,14,331288,78.0,2.0
2011,3,263900,78.0,3.0
2011,11,164711,78.0,4.0
2011,4,49098,78.0,5.0
1979,767,7891900,11.0,0.0
1979,1189,9794700,11.0,1.0
1979,2269,16431900,11.0,2.0
1979,28,9162300,11.0,3.0
1979,2369,9241900,11.0,4.0
1979,1331,2120600,11.0,5.0
1979,1608,8175900,11.0,0.0
1979,2564,9863400,11.0,1.0
1979,4938,16287500,11.0,2.0
1979,66,9636600,11.0,3.0
1979,2519,7276300,11.0,4.0
1979,1063,1385500,11.0,5.0
1980,646,7929400,11.0,0.0
1980,1120,9846100,11.0,1.0
1980,2263,16495700,11.0,2.0
1980,14,9254300,11.0,3.0
1980,2384,9547700,11.0,4.0
1980,1332,2221300,11.0,5.0
1980,1354,8183800,11.0,0.0
1980,2489,9967000,11.0,1.0
1980,5044,16333800,11.0,2.0
1980,41,9737300,11.0,3.0
1980,2679,7518700,11.0,4.0
1980,1050,1438400,11.0,5.0
1981,495,7841100,11.0,0.0
1981,1109,9915500,11.0,1.0
1981,2166,16494400,11.0,2.0
1981,25,9446800,11.0,3.0
1981,2318,9880200,11.0,4.0
1981,1264,2305700,11.0,5.0
1981,1196,8121000,11.0,0.0
1981,2338,10038800,11.0,1.0
1981,5198,16363000,11.0,2.0
1981,62,9946600,11.0,3.0
1981,2816,7833300,11.0,4.0
1981,989,1488300,11.0,5.0
1982,519,7992200,11.0,0.0
1982,1037,9517500,11.0,1.0
1982,2273,16891300,11.0,2.0
1982,22,9393700,11.0,3.0
1982,2273,10178300,11.0,4.0
1982,1326,2437600,11.0,5.0
1982,1202,8303200,11.0,0.0
1982,2319,9629800,11.0,1.0
1982,5654,16791300,11.0,2.0
1982,54,9889900,11.0,3.0
1982,2778,8131000,11.0,4.0
1982,1078,1567100,11.0,5.0
1983,576,8060000,11.0,0.0
1983,996,9021000,11.0,1.0
1983,2464,17253000,11.0,2.0
1983,27,9262000,11.0,3.0
1983,2511,10438000,11.0,4.0
1983,1516,2563000,11.0,5.0
1983,1359,8400000,11.0,0.0
1983,2604,9130000,11.0,1.0
1983,7695,17160000,11.0,2.0
1983,65,9748000,11.0,3.0
1983,3690,8397000,11.0,4.0
1983,1350,1638000,11.0,5.0
1984,519,8187000,11.0,0.0
1984,942,8603000,11.0,1.0
1984,2491,17680000,11.0,2.0
1984,23,9136000,11.0,3.0
1984,2556,10728000,11.0,4.0
1984,1543,2710000,11.0,5.0
1984,1202,8552000,11.0,0.0
1984,2264,8714000,11.0,1.0
1984,7461,17595000,11.0,2.0
1984,44,9615000,11.0,3.0
1984,3819,8714000,11.0,4.0
1984,1357,1716000,11.0,5.0
1985,491,8366600,11.0,0.0
1985,817,8321600,11.0,1.0
1985,2582,17953700,11.0,2.0
1985,26,9041200,11.0,3.0
1985,2543,11024900,11.0,4.0
1985,1553,2862400,11.0,5.0
1985,1139,8728500,11.0,0.0
1985,1982,8465800,11.0,1.0
1985,6962,17833300,11.0,2.0
1985,59,9423300,11.0,3.0
1985,3763,8996900,11.0,4.0
1985,1340,1791000,11.0,5.0
1986,680,8548000,11.0,0.0
1986,936,8051000,11.0,1.0
1986,2787,18183000,11.0,2.0
1986,53,8777000,11.0,3.0
1986,2877,11355000,11.0,4.0
1986,1801,3049000,11.0,5.0
1986,1263,8931000,11.0,0.0
1986,2057,8197000,11.0,1.0
1986,7298,18094000,11.0,2.0
1986,73,9231000,11.0,3.0
1986,4171,9374000,11.0,4.0
1986,1488,1889000,11.0,5.0
1987,569,8757000,11.0,0.0
1987,782,7874000,11.0,1.0
1987,2496,18301000,11.0,2.0
1987,17,8523000,11.0,3.0
1987,2938,11656000,11.0,4.0
1987,1718,3230000,11.0,5.0
1987,1065,9167000,11.0,0.0
1987,1904,8031000,11.0,1.0
1987,6688,18218000,11.0,2.0
1987,52,8959000,11.0,3.0
1987,3988,9718000,11.0,4.0
1987,1446,1982000,11.0,5.0
1988,583,8959000,11.0,0.0
1988,721,7769000,11.0,1.0
1988,2438,18354000,11.0,2.0
1988,30,8248000,11.0,3.0
1988,2853,11962000,11.0,4.0
1988,1865,3398000,11.0,5.0
1988,973,9391000,11.0,0.0
1988,1736,7938000,11.0,1.0
1988,6087,18287000,11.0,2.0
1988,49,8669000,11.0,3.0
1988,3851,10062000,11.0,4.0
1988,1490,2064000,11.0,5.0
1989,479,9119000,11.0,0.0
1989,725,7749000,11.0,1.0
1989,2306,18362000,11.0,2.0
1989,27,7980000,11.0,3.0
1989,2786,12244000,11.0,4.0
1989,1844,3577000,11.0,5.0
1989,928,9573000,11.0,0.0
1989,1582,7931000,11.0,1.0
1989,5161,18310000,11.0,2.0
1989,36,8384000,11.0,3.0
1989,3676,10384000,11.0,4.0
1989,1463,2153000,11.0,5.0
1990,434,9143500,11.0,0.0
1990,698,7761900,11.0,1.0
1990,2184,18325800,11.0,2.0
1990,17,7764300,11.0,3.0
1990,2607,12588300,11.0,4.0
1990,1814,3736000,11.0,5.0
1990,875,9545600,11.0,0.0
1990,1462,7927600,11.0,1.0
1990,4822,18296000,11.0,2.0
1990,30,8168200,11.0,3.0
1990,3654,10761800,11.0,4.0
1990,1405,2232400,11.0,5.0
1991,442,9337000,11.0,0.0
1991,637,7665000,11.0,1.0
1991,2039,18245000,11.0,2.0
1991,14,7536000,11.0,3.0
1991,2561,12912000,11.0,4.0
1991,1687,3912000,11.0,5.0
1991,891,9770000,11.0,0.0
1991,1419,7830000,11.0,1.0
1991,4935,18230000,11.0,2.0
1991,22,7928000,11.0,3.0
1991,3779,11126000,11.0,4.0
1991,1354,2311000,11.0,5.0
1992,440,9292000,11.0,0.0
1992,633,7810000,11.0,1.0
1992,1998,18131000,11.0,2.0
1992,32,7341000,11.0,3.0
1992,2555,13232000,11.0,4.0
1992,1702,4072000,11.0,5.0
1992,996,9743000,11.0,0.0
1992,1501,7985000,11.0,1.0
1992,5269,18135000,11.0,2.0
1992,52,7720000,11.0,3.0
1992,4155,11475000,11.0,4.0
1992,1423,2375000,11.0,5.0
1993,404,9233000,11.0,0.0
1993,598,7933000,11.0,1.0
1993,1955,18064000,11.0,2.0
1993,18,7142000,11.0,3.0
1993,2418,13512000,11.0,4.0
1993,1566,4227000,11.0,5.0
1993,974,9691000,11.0,0.0
1993,1473,8120000,11.0,1.0
1993,5472,18083000,11.0,2.0
1993,32,7513000,11.0,3.0
1993,4185,11787000,11.0,4.0
1993,1258,2430000,11.0,5.0
1994,463,9111000,11.0,0.0
1994,670,8050000,11.0,1.0
1994,1846,18077000,11.0,2.0
1994,21,6960000,11.0,3.0
1994,2314,13742000,11.0,4.0
1994,1538,4368000,11.0,5.0
1994,1147,9582000,11.0,0.0
1994,1631,8250000,11.0,1.0
1994,5439,18084000,11.0,2.0
1994,55,7318000,11.0,3.0
1994,4256,12046000,11.0,4.0
1994,1364,2476000,11.0,5.0
1995,488,8925300,11.0,0.0
1995,667,8178700,11.0,1.0
1995,1984,17984000,11.0,2.0
1995,23,6792300,11.0,3.0
1995,2426,14003800,11.0,4.0
1995,1582,4592800,11.0,5.0
1995,1050,9332000,11.0,0.0
1995,1692,8404400,11.0,1.0
1995,5507,18054500,11.0,2.0
1995,43,7125500,11.0,3.0
1995,4429,12402300,11.0,4.0
1995,1358,2553900,11.0,5.0
1996,474,8725000,11.0,0.0
1996,698,8370000,11.0,1.0
1996,1944,17810000,11.0,2.0
1996,23,6643000,11.0,3.0
1996,2513,14347000,11.0,4.0
1996,1614,4812000,11.0,5.0
1996,1036,9147000,11.0,0.0
1996,1690,8610000,11.0,1.0
1996,5725,17896000,11.0,2.0
1996,41,6972000,11.0,3.0
1996,4870,12820000,11.0,4.0
1996,1339,2633000,11.0,5.0
1997,468,8489000,11.0,0.0
1997,798,8575000,11.0,1.0
1997,2045,17605000,11.0,2.0
1997,19,6494000,11.0,3.0
1997,2570,14670000,11.0,4.0
1997,1674,5041000,11.0,5.0
1997,1011,8911000,11.0,0.0
1997,1813,8830000,11.0,1.0
1997,5984,17698000,11.0,2.0
1997,34,6818000,11.0,3.0
1997,5435,13212000,11.0,4.0
1997,1429,2717000,11.0,5.0
1998,612,8231000,11.0,0.0
1998,1050,8787000,11.0,1.0
1998,2385,17467000,11.0,2.0
1998,28,6337000,11.0,3.0
1998,3292,14950000,11.0,4.0
1998,2013,5285000,11.0,5.0
1998,1453,8649000,11.0,0.0
1998,2462,9051000,11.0,1.0
1998,8384,17557000,11.0,2.0
1998,66,6655000,11.0,3.0
1998,7981,13546000,11.0,4.0
1998,1732,2823000,11.0,5.0
1999,581,7974000,11.0,0.0
1999,1036,8959000,11.0,1.0
1999,2313,17316000,11.0,2.0
1999,29,6193000,11.0,3.0
1999,3146,15244000,11.0,4.0
1999,1881,5516000,11.0,5.0
1999,1385,8383000,11.0,0.0
1999,2595,9242000,11.0,1.0
1999,8340,17403000,11.0,2.0
1999,44,6505000,11.0,3.0
1999,7971,13851000,11.0,4.0
1999,1794,2954000,11.0,5.0
2000,531,7669997,11.0,0.0
2000,1027,8975013,11.0,1.0
2000,2172,17380248,11.0,2.0
2000,16,6090721,11.0,3.0
2000,3032,15357610,11.0,4.0
2000,1796,5792695,11.0,5.0
2000,1273,8063415,11.0,0.0
2000,2454,9260089,11.0,1.0
2000,8023,17540437,11.0,2.0
2000,58,6401260,11.0,3.0
2000,7988,14034032,11.0,4.0
2000,1619,3187143,11.0,5.0
2001,522,7460000,11.0,0.0
2001,1013,9178000,11.0,1.0
2001,2148,17363000,11.0,2.0
2001,22,5990000,11.0,3.0
2001,2870,15379000,11.0,4.0
2001,1689,6095000,11.0,5.0
2001,1146,7856000,11.0,0.0
2001,2388,9466000,11.0,1.0
2001,7913,17516000,11.0,2.0
2001,39,6295000,11.0,3.0
2001,7690,14064000,11.0,4.0
2001,1692,3404000,11.0,5.0
2002,461,7274000,11.0,0.0
2002,1005,9124000,11.0,1.0
2002,2187,17125000,11.0,2.0
2002,12,5917000,11.0,3.0
2002,2919,15754000,11.0,4.0
2002,1664,6387000,11.0,5.0
2002,1131,7671000,11.0,0.0
2002,2444,9406000,11.0,1.0
2002,8202,17249000,11.0,2.0
2002,25,6215000,11.0,3.0
2002,7956,14446000,11.0,4.0
2002,1709,3621000,11.0,5.0
2003,556,7089000,11.0,0.0
2003,1132,9059000,11.0,1.0
2003,2227,16840000,11.0,2.0
2003,33,5858000,11.0,3.0
2003,3100,16200000,11.0,4.0
2003,1643,6676000,11.0,5.0
2003,1158,7483000,11.0,0.0
2003,2910,9349000,11.0,1.0
2003,8948,16966000,11.0,2.0
2003,32,6151000,11.0,3.0
2003,8409,14889000,11.0,4.0
2003,1733,3835000,11.0,5.0
2004,579,6905000,11.0,0.0
2004,1088,8932000,11.0,1.0
2004,2045,16564000,11.0,2.0
2004,22,5807000,11.0,3.0
2004,2941,16631000,11.0,4.0
2004,1595,6977000,11.0,5.0
2004,1233,7289000,11.0,0.0
2004,2677,9241000,11.0,1.0
2004,8056,16685000,11.0,2.0
2004,27,6097000,11.0,3.0
2004,7895,15316000,11.0,4.0
2004,1876,4056000,11.0,5.0
2005,643,6672938,11.0,0.0
2005,1140,8705334,11.0,1.0
2005,2114,16388567,11.0,2.0
2005,16,5794794,11.0,3.0
2005,2786,17011318,11.0,4.0
2005,1600,7307828,11.0,5.0
2005,1243,7043709,11.0,0.0
2005,2862,8984855,11.0,1.0
2005,8073,16566953,11.0,2.0
2005,29,6095375,11.0,3.0
2005,8005,15797130,11.0,4.0
2005,1858,4288706,11.0,5.0
2006,635,6548000,11.0,0.0
2006,1133,8473000,11.0,1.0
2006,2193,16320000,11.0,2.0
2006,20,5767000,11.0,3.0
2006,2866,17213000,11.0,4.0
2006,1639,7608000,11.0,5.0
2006,1257,6916000,11.0,0.0
2006,2667,8758000,11.0,1.0
2006,7436,16519000,11.0,2.0
2006,57,6066000,11.0,3.0
2006,7921,16002000,11.0,4.0
2006,1945,4512000,11.0,5.0
2007,596,6430000,11.0,0.0
2007,1084,8212000,11.0,1.0
2007,2303,16325000,11.0,2.0
2007,16,5732000,11.0,3.0
2007,3108,17338000,11.0,4.0
2007,1691,7913000,11.0,5.0
2007,1252,6795000,11.0,0.0
2007,2596,8501000,11.0,1.0
2007,7599,16557000,11.0,2.0
2007,31,6027000,11.0,3.0
2007,8184,16130000,11.0,4.0
2007,2205,4744000,11.0,5.0
2008,652,6293000,11.0,0.0
2008,1203,7933000,11.0,1.0
2008,2237,16400000,11.0,2.0
2008,18,5689000,11.0,3.0
2008,2885,17395000,11.0,4.0
2008,1673,8207000,11.0,5.0
2008,1343,6650000,11.0,0.0
2008,2651,8234000,11.0,1.0
2008,7344,16657000,11.0,2.0
2008,41,5982000,11.0,3.0
2008,7894,16197000,11.0,4.0
2008,2132,4965000,11.0,5.0
2009,605,6163000,11.0,0.0
2009,1085,7679000,11.0,1.0
2009,2328,16517000,11.0,2.0
2009,21,5627000,11.0,3.0
2009,2820,17413000,11.0,4.0
2009,1649,8488000,11.0,5.0
2009,1326,6514000,11.0,0.0
2009,2657,7987000,11.0,1.0
2009,7799,16796000,11.0,2.0
2009,34,5914000,11.0,3.0
2009,7983,16224000,11.0,4.0
2009,2216,5174000,11.0,5.0
2010,508,6008624,11.0,0.0
2010,1008,7545642,11.0,1.0
2010,2404,16781836,11.0,2.0
2010,21,5578687,11.0,3.0
2010,2879,17525806,11.0,4.0
2010,1686,8804107,11.0,5.0
2010,1315,6324856,11.0,0.0
2010,2543,7822984,11.0,1.0
2010,7351,17131261,11.0,2.0
2010,42,5855595,11.0,3.0
2010,7466,16402437,11.0,4.0
2010,2188,5345432,11.0,5.0
2011,616,5931000,11.0,0.0
2011,1112,7314000,11.0,1.0
2011,2598,16861000,11.0,2.0
2011,22,5519000,11.0,3.0
2011,2883,17447000,11.0,4.0
2011,1754,9092000,11.0,5.0
2011,1304,6246000,11.0,0.0
2011,2404,7588000,11.0,1.0
2011,6975,17224000,11.0,2.0
2011,52,5792000,11.0,3.0
2011,6858,16343000,11.0,4.0
2011,2188,5570000,11.0,5.0
2012,495,5873000,11.0,0.0
2012,931,7110000,11.0,1.0
2012,2242,16937000,11.0,2.0
2012,20,5458000,11.0,3.0
2012,2636,17342000,11.0,4.0
2012,1612,9362000,11.0,5.0
2012,1294,6185000,11.0,0.0
2012,2244,7384000,11.0,1.0
2012,6413,17318000,11.0,2.0
2012,55,5729000,11.0,3.0
2012,6134,16254000,11.0,4.0
2012,2262,5783000,11.0,5.0
2013,467,5834000,11.0,0.0
2013,850,6913000,11.0,1.0
2013,2242,16974000,11.0,2.0
2013,34,5398000,11.0,3.0
2013,2604,17279000,11.0,4.0
2013,1713,9588000,11.0,5.0
2013,1242,6143000,11.0,0.0
2013,2178,7186000,11.0,1.0
2013,6333,17367000,11.0,2.0
2013,58,5666000,11.0,3.0
2013,5908,16202000,11.0,4.0
2013,2362,5964000,11.0,5.0
2014,432,5803000,11.0,0.0
2014,814,6734000,11.0,1.0
2014,2158,16959000,11.0,2.0
2014,34,5334000,11.0,3.0
2014,2512,17288000,11.0,4.0
2014,1587,9761000,11.0,5.0
